University_link,Picture_Url,University_Name,nation_flag_picture,Country,City,Rank_In_World,Description,Global_Score,Enrollment,city_latitude,city_longitude,country_latitude,country_longitude
https://www.usnews.com/education/best-global-universities/university-of-birmingham-501524,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Birmingham,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,Birmingham (U.K.),#89,,71.3,"32,560",52.4796992,-1.9026911,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/wageningen-university-research-501112,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Wageningen University & Research,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/NLD.svg,Netherlands,Wageningen,#89,,71.3,"15,404",51.9685817,5.668298062,52.2434979,5.6343227
https://www.usnews.com/education/best-global-universities/university-of-bristol-505342,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Bristol,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,Bristol,#93,,70.7,"25,660",51.4538022,-2.5972985,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/university-of-florida-134130,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Florida,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Gainesville,#98,,70.4,"46,807",29.6519684,-82.3249846,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/queen-mary-university-london-503389,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Queen Mary University London,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,London (U.K.),#100,,70.2,"20,485",51.5073359,-0.12765,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/university-of-southampton-504892,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Southampton,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,Southampton,#104,,69.7,,50.9025349,-1.404189,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/university-of-california-santa-cruz-110714,https://www.usnews.com/object/image/00000158-691d-df5e-a979-6b9f4e120000/$161115_UC_santacruz.jpg?size=responsive300&update-time=1479232363223,University of California Santa Cruz,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Santa Cruz,#105,"The University of California—Santa Cruz, or UCSC, is a public institution that was founded in 1965. The school is...",69.5,"19,494",28.469648,-16.2540884,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/radboud-university-nijmegen-501519,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Radboud University Nijmegen,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/NLD.svg,Netherlands,Nijmegen,#106,,69.4,"21,979",51.84257485,5.838960629,52.2434979,5.6343227
https://www.usnews.com/education/best-global-universities/university-of-arizona-104179,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Arizona,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Tucson,#108,,69.2,"39,797",32.2228765,-110.9748477,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/aarhus-university-502125,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Aarhus University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/DNK.svg,Denmark,Aarhus,#109,,69.1,"26,475",56.1496278,10.2134046,55.670249,10.3333283
https://www.usnews.com/education/best-global-universities/university-of-technology-sydney-505153,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Technology Sydney,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/AUS.svg,Australia,Ultimo,#112,,69.0,,46.5119943,10.89949269,-24.7761086,134.755
https://www.usnews.com/education/best-global-universities/michigan-state-university-171100,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Michigan State University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,East Lansing,#116,,68.8,"45,465",42.7320307,-84.4721678,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/carnegie-mellon-university-211440,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Carnegie Mellon University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Pittsburgh,#118,,68.7,,40.4416941,-79.9900861,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/university-of-virginia-234076,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Virginia,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Charlottesville,#119,,68.6,,38.029306,-78.4766781,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/brown-university-217156,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Brown University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Providence,#129,,67.5,"10,037",41.8239891,-71.4128343,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/university-of-sheffield-503922,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Sheffield,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,Sheffield,#134,,67.3,"27,840",53.3806626,-1.4702278,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/university-of-alberta-499977,https://www.usnews.com/object/image/00000155-9d06-d3ec-a9fd-dddfb0a90000/$160629_universityofalberta?size=responsive300&update-time=1467218510381,University of Alberta,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/CAN.svg,Canada,Edmonton,#136,The University of Alberta is a public institution that was founded in 1908. Located in the province of Alberta in...,67.1,"32,338",53.5462055,-113.491241,61.0666922,-107.991707
https://www.usnews.com/education/best-global-universities/mcmaster-university-502196,https://www.usnews.com/static-atlas/assets/img/education/education.svg,McMaster University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/CAN.svg,Canada,Hamilton,#138,McMaster University is a public institution that was founded in 1887. The Canadian university's main campus is in a...,67.0,,43.2560802,-79.8728583,61.0666922,-107.991707
https://www.usnews.com/education/best-global-universities/kyoto-university-505388,https://www.usnews.com/object/image/0000014e-1cf4-d7a8-ab6e-def619550000/$150622_Kyoto_University_1.jpg?size=responsive300&update-time=1435004867754,Kyoto University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/JPN.svg,Japan,Kyoto,#140,Kyoto University is a Japanese national university that was founded in 1897. Originally known as Kyoto Imperial...,66.9,,35.021041,135.7556075,36.5748441,139.2394179
https://www.usnews.com/education/best-global-universities/purdue-university-west-lafayette-campus-243780,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Purdue University West Lafayette Campus,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,West Lafayette,#140,,66.9,,40.4258686,-86.9080655,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/university-of-leeds-505265,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Leeds,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,Leeds,#140,,66.9,,53.7974185,-1.5437941,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/rutgers-state-university-new-brunswick-186380,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Rutgers State University New Brunswick,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Piscataway Township,#143,,66.8,"46,158",40.5462553,-74.4660408,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/university-of-nottingham-503548,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Nottingham,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,Nottingham,#145,,66.7,,52.9534193,-1.1496461,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/university-of-liverpool-506611,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Liverpool,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,Liverpool,#146,,66.6,"27,145",53.4071991,-2.99168,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/texas-am-university-college-station-228723,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Texas A&M University College Station,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,College Station,#148,,66.5,"62,931",30.5955289,-96.3071042,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/cardiff-university-500071,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Cardiff University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,Cardiff,#152,,66.1,,51.4816546,-3.1791934,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/case-western-reserve-university-201645,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Case Western Reserve University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Cleveland,#152,,66.1,"10,953",41.4996574,-81.6936772,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/indiana-university-bloomington-151351,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Indiana University Bloomington,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Bloomington,#152,,66.1,,39.1670396,-86.5342881,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/university-of-exeter-502021,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Exeter,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,Exeter,#152,,66.1,"24,940",50.7255794,-3.5269497,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/arizona-state-university-tempe-104151,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Arizona State University-Tempe,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Tempe,#156,,65.9,"50,027",33.4255117,-111.9400164,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/newcastle-university-uk-503247,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Newcastle University - UK,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,Newcastle upon Tyne,#156,,65.9,"26,920",54.9738474,-1.6131572,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/universite-de-montreal-506159,https://www.usnews.com/object/image/00000155-9de0-d393-a9f5-ffe8d2810000/$160629_universityofmontreal?size=responsive300&update-time=1467232711163,Universite de Montreal,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/CAN.svg,Canada,Montreal,#156,The University of Montreal is a public institution that traces its roots back to 1878. Initially a branch of the...,65.9,"38,189",45.5031824,-73.5698065,61.0666922,-107.991707
https://www.usnews.com/education/best-global-universities/curtin-university-503377,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Curtin University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/AUS.svg,Australia,Bentley,#160,,65.8,"29,999",37.8861228,-97.516988,-24.7761086,134.755
https://www.usnews.com/education/best-global-universities/university-of-massachusetts-amherst-166629,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Massachusetts Amherst,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Amherst,#160,,65.8,,42.3685658,-72.505714,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/university-of-warwick-503443,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Warwick,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,Coventry,#163,,65.7,"23,895",52.4081812,-1.510477,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/technical-university-of-denmark-503016,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Technical University of Denmark,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/DNK.svg,Denmark,Kongens Lyngby,#165,,65.5,"9,599",55.7718649,12.5051413,55.670249,10.3333283
https://www.usnews.com/education/best-global-universities/university-of-utah-230764,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Utah,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Salt Lake City,#167,,65.4,"30,967",40.7596198,-111.886797,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/delft-university-of-technology-505496,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Delft University of Technology,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/NLD.svg,Netherlands,Delft,#169,,65.1,,51.9994572,4.362724539,52.2434979,5.6343227
https://www.usnews.com/education/best-global-universities/university-of-rochester-195030,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Rochester,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Rochester,#170,,64.8,"10,364",43.157285,-77.615214,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/queensland-university-of-technology-qut-504619,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Queensland University of Technology (QUT),https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/AUS.svg,Australia,Brisbane,#171,,64.7,"37,165",-27.4689682,153.0234991,-24.7761086,134.755
https://www.usnews.com/education/best-global-universities/university-of-calgary-499975,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Calgary,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/CAN.svg,Canada,Calgary,#175,,64.2,"33,560",51.0460954,-114.065465,61.0666922,-107.991707
https://www.usnews.com/education/best-global-universities/rice-university-227757,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Rice University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Houston,#180,,64.0,"7,068",29.7589382,-95.3676974,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/university-of-iowa-153658,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Iowa,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Iowa City,#180,,64.0,"29,257",41.6612561,-91.5299106,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/lancaster-university-504720,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Lancaster University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,Lancaster,#182,,63.9,"14,665",40.03813,-76.3056686,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/maastricht-university-505759,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Maastricht University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/NLD.svg,Netherlands,Maastricht,#186,,63.6,,50.8512438,5.6909768,52.2434979,5.6343227
https://www.usnews.com/education/best-global-universities/university-of-california-riverside-110671,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of California Riverside,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Riverside,#186,,63.6,"24,515",33.9533546,-117.3961623,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/university-of-wollongong-503195,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Wollongong,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/AUS.svg,Australia,Wollongong,#186,,63.6,"19,169",-34.4278083,150.893054,-24.7761086,134.755
https://www.usnews.com/education/best-global-universities/university-of-waterloo-499966,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Waterloo,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/CAN.svg,Canada,Waterloo,#191,The University of Waterloo is a public institution that was founded in 1957. The Canadian university's main campus is in...,63.5,"34,306",42.498275,-92.3328743,61.0666922,-107.991707
https://www.usnews.com/education/best-global-universities/macquarie-university-502013,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Macquarie University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/AUS.svg,Australia,North Ryde,#192,,63.4,"30,561",-33.7975472,151.127306,-24.7761086,134.755
https://www.usnews.com/education/best-global-universities/northeastern-university-167358,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Northeastern University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Boston,#194,,63.3,"21,211",42.3554334,-71.060511,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/swinburne-university-of-technology-528823,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Swinburne University of Technology,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/AUS.svg,Australia,Hawthorn,#199,,63.0,"15,327",-37.8244246,145.0317207,-24.7761086,134.755
https://www.usnews.com/education/best-global-universities/griffith-university-501686,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Griffith University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/AUS.svg,Australia,Nathan,#203,,62.8,"35,900",-27.548511,153.0523165,-24.7761086,134.755
https://www.usnews.com/education/best-global-universities/university-of-cincinnati-201885,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Cincinnati,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Cincinnati,#203,,62.8,,39.1014537,-84.5124602,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/state-university-of-new-york-suny-stony-brook-196097,https://www.usnews.com/static-atlas/assets/img/education/education.svg,State University of New York (SUNY) Stony Brook,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Stony Brook,#206,,62.7,"25,836",40.9256538,-73.140943,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/royal-melbourne-institute-of-technology-rmit-503858,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Royal Melbourne Institute of Technology (RMIT),https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/AUS.svg,Australia,Melbourne (Australia),#209,,62.5,"32,692",-37.8142176,144.9631608,-24.7761086,134.755
https://www.usnews.com/education/best-global-universities/university-of-ottawa-499972,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Ottawa,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/CAN.svg,Canada,Ottawa,#215,,62.2,"36,670",45.4208777,-75.6901106,61.0666922,-107.991707
https://www.usnews.com/education/best-global-universities/deakin-university-504884,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Deakin University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/AUS.svg,Australia,Burwood,#217,,62.1,"43,080",-33.8858088,151.1024805,-24.7761086,134.755
https://www.usnews.com/education/best-global-universities/university-of-leicester-501221,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Leicester,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,Leicester,#217,,62.1,,52.6362,-1.1331969,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/university-of-tennessee-knoxville-221759,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Tennessee Knoxville,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Knoxville,#225,,61.7,"27,308",35.9603948,-83.9210261,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/north-carolina-state-university-199193,https://www.usnews.com/static-atlas/assets/img/education/education.svg,North Carolina State University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Raleigh,#230,,61.5,"31,527",35.7803977,-78.6390989,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/university-of-newcastle-500363,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Newcastle,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/AUS.svg,Australia,Callaghan,#231,,61.4,,53.4079575,-113.528504,-24.7761086,134.755
https://www.usnews.com/education/best-global-universities/florida-state-university-134097,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Florida State University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Tallahassee,#241,,60.9,"39,380",30.4380832,-84.2809332,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/university-of-illinois-chicago-145600,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Illinois Chicago,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Chicago,#250,,60.6,,41.8755616,-87.6244212,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/university-of-miami-135726,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Miami,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Coral Gables,#253,,60.5,"17,047",25.72149,-80.2683838,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/dartmouth-college-182670,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Dartmouth College,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Hanover,#261,,60.1,"6,440",52.3744779,9.7385532,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/university-of-southern-denmark-500382,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Southern Denmark,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/DNK.svg,Denmark,Odense,#261,,60.1,,55.3997225,10.3852104,55.670249,10.3333283
https://www.usnews.com/education/best-global-universities/iowa-state-university-153603,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Iowa State University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Ames,#263,,60.0,,50.536715,2.4086536,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/virginia-polytechnic-institute-state-university-233921,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Virginia Polytechnic Institute & State University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Blacksburg,#265,,59.9,"36,512",37.2296566,-80.4136767,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/aalborg-university-501276,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Aalborg University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/DNK.svg,Denmark,Aalborg,#267,,59.8,"16,818",57.0462626,9.9215263,55.670249,10.3333283
https://www.usnews.com/education/best-global-universities/university-of-texas-health-science-center-houston-229300,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Texas Health Science Center Houston,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Houston,#269,,59.7,,29.7589382,-95.3676974,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/george-washington-university-131469,https://www.usnews.com/static-atlas/assets/img/education/education.svg,George Washington University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,"Washington, D.C.",#271,,59.6,"22,298",48.125152,-123.4525429,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/university-of-tasmania-502985,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Tasmania,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/AUS.svg,Australia,Hobart,#273,,59.5,"18,264",-42.8825088,147.3281233,-24.7761086,134.755
https://www.usnews.com/education/best-global-universities/colorado-state-university-126818,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Colorado State University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Fort Collins,#276,,59.4,"29,351",40.5508527,-105.0668085,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/durham-university-501717,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Durham University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,Durham (U.K.),#277,,59.3,"18,715",54.666667,-1.75,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/university-of-york-uk-505776,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of York - UK,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,York,#280,,59.2,"17,965",53.9590555,-1.0815361,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/osaka-university-505864,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Osaka University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/JPN.svg,Japan,Suita,#286,"Osaka University, sometimes called OU, is a Japanese national university that was founded in 1931 as the sixth imperial...",59.0,"22,485",34.764884,135.51735,36.5748441,139.2394179
https://www.usnews.com/education/best-global-universities/state-university-of-new-york-suny-buffalo-196088,https://www.usnews.com/static-atlas/assets/img/education/education.svg,State University of New York (SUNY) Buffalo,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Buffalo,#286,,59.0,"27,393",42.8867166,-78.8783922,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/tohoku-university-500862,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Tohoku University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/JPN.svg,Japan,Sendai,#286,Tohoku University is a Japanese national university that was founded in 1907. The institution is spread across five...,59.0,"17,812",38.2677554,140.8691498,36.5748441,139.2394179
https://www.usnews.com/education/best-global-universities/queens-university-belfast-505350,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Queens University Belfast,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/GBR.svg,United Kingdom,Belfast,#295,,58.6,"20,195",54.596391,-5.9301829,54.7023545,-3.2765753
https://www.usnews.com/education/best-global-universities/oregon-state-university-209542,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Oregon State University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Corvallis,#299,,58.3,,44.5645659,-123.2620435,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/western-university-university-of-western-ontario-499965,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Western University (University of Western Ontario),https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/CAN.svg,Canada,London (Canada),#300,,58.2,,42.9832406,-81.243372,61.0666922,-107.991707
https://www.usnews.com/education/best-global-universities/la-trobe-university-501305,https://www.usnews.com/static-atlas/assets/img/education/education.svg,La Trobe University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/AUS.svg,Australia,Melbourne (Australia),#304,,58.1,"21,663",-37.8142176,144.9631608,-24.7761086,134.755
https://www.usnews.com/education/best-global-universities/university-of-kansas-155317,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Kansas,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Lawrence,#304,,58.1,"24,147",38.9719384,-95.2359496,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/temple-university-216339,https://www.usnews.com/static-atlas/assets/img/education/education.svg,Temple University,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Philadelphia,#309,,58.0,"35,641",39.9527237,-75.1635262,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/university-of-connecticut-129020,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of Connecticut,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Storrs,#309,,58.0,"27,752",41.80564555,-72.25413294,39.7837304,-100.445882
https://www.usnews.com/education/best-global-universities/university-of-new-mexico-187985,https://www.usnews.com/static-atlas/assets/img/education/education.svg,University of New Mexico,https://www.usnews.com/static-atlas/assets/img/news/best-countries/flags-svg/USA.svg,United States,Albuquerque,#311,,57.9,"18,223",35.0841034,-106.650985,39.7837304,-100.445882
